Enrollment Number,Course,Batch,College ID,Branch
00119421623,ba,23,194,ECONOMICS
00419421623,ba,23,194,ECONOMICS
00219421623,ba,23,194,ECONOMICS
00619421623,ba,23,194,ECONOMICS
00519421623,ba,23,194,ECONOMICS
00319421623,ba,23,194,ECONOMICS
70119421623,ba,23,194,ECONOMICS
00719421623,ba,23,194,ECONOMICS
70714021623,ba,23,140,ECONOMICS
03014021623,ba,23,140,ECONOMICS
03414021623,ba,23,140,ECONOMICS
35214021623,ba,23,140,ECONOMICS
35114021623,ba,23,140,ECONOMICS
35614021623,ba,23,140,ECONOMICS
70414021623,ba,23,140,ECONOMICS
70614021623,ba,23,140,ECONOMICS
35414021623,ba,23,140,ECONOMICS
00714021623,ba,23,140,ECONOMICS
01614021623,ba,23,140,ECONOMICS
70214021623,ba,23,140,ECONOMICS
35314021623,ba,23,140,ECONOMICS
71814021623,ba,23,140,ECONOMICS
02114021623,ba,23,140,ECONOMICS
01814021623,ba,23,140,ECONOMICS
71014021623,ba,23,140,ECONOMICS
02614021623,ba,23,140,ECONOMICS
03214021623,ba,23,140,ECONOMICS
71114021623,ba,23,140,ECONOMICS
01414021623,ba,23,140,ECONOMICS
71714021623,ba,23,140,ECONOMICS
70314021623,ba,23,140,ECONOMICS
02914021623,ba,23,140,ECONOMICS
00614021623,ba,23,140,ECONOMICS
00114021623,ba,23,140,ECONOMICS
70114021623,ba,23,140,ECONOMICS
02814021623,ba,23,140,ECONOMICS
71214021623,ba,23,140,ECONOMICS
02214021623,ba,23,140,ECONOMICS
01014021623,ba,23,140,ECONOMICS
70914021623,ba,23,140,ECONOMICS
00314021623,ba,23,140,ECONOMICS
01214021623,ba,23,140,ECONOMICS
00914021623,ba,23,140,ECONOMICS
00514021623,ba,23,140,ECONOMICS
01714021623,ba,23,140,ECONOMICS
03114021623,ba,23,140,ECONOMICS
01314021623,ba,23,140,ECONOMICS
02514021623,ba,23,140,ECONOMICS
71314021623,ba,23,140,ECONOMICS
